Name,Fulladdress,Street,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Cid,Place Id,Price,Email,Social Medias
Fitness SPA | Luxury Gym in Defence Colony,"2nd Floor, D, 5, above Geetanjali Salon, Block D, Defence Colony, New Delhi, Delhi, 110024","2nd Floor, D",Gym,099106 34055,"099106 34055,+91 99106 34055",false,94,4.6,https://search.google.com/local/reviews?placeid=ChIJGbNscCrjDDkRT5Spvh-rORo&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1889729671489754191,28.5769073,77.23819739999999,https://fitnessspa.in/,fitnessspa.in,"Wednesday:5 am–11 pm,Thursday:5 am–11 pm,Friday:5 am–11 pm,Saturday:5 am–11 pm,Sunday:7 am–9 pm,Monday:5 am–11 pm,Tuesday:5 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkXaL3qvkbA-ZRC74qU41TpGgfBzJgRd7ALik-lqUf8hQJxBTtjs9At6OoV884Wk6Cskc0DeArI-wG-Ub5iekqp23oWBzjLmUHrAzEOByVfjRdiW0nCcYLUlwJfURNl1_eMnE39JQ=w111-h92-k-no,1889729671489754191,ChIJGbNscCrjDDkRT5Spvh-rORo,,visible after upgrade,visible after upgrade
Ozone Luxury Fitness ‘n’ Spa Model Town,"F 14/13, Model Town Phase 2, Block H, Phase 2, Model Town, Delhi, 110033",F 14/13,"Gym,Rock climbing gym",074000 50005,"074000 50005,+91 74000 50005",false,623,4.8,https://search.google.com/local/reviews?placeid=ChIJw0Vy-_4BDTkRAwfynMz4ejk&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4141896365010716419,28.7058586,77.1900052,http://www.ozonemodeltown.com/,ozonemodeltown.com,"Wednesday:6 am–10:30 pm,Thursday:6 am–10:30 pm,Friday:6 am–10:30 pm,Saturday:6 am–10:30 pm,Sunday:6 am–6 pm,Monday:6 am–10:30 pm,Tuesday:6 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnqpqaOUwHAQ8Zkv6EGzvlqv7ytJxFVJ96bO-BEBe_xtQGbSjk1ryBFUQsz-OK1pTbQgOAnV9xws2RVa8kWNpMElQUgD5ZkrpV0E8m6QhsGGtWaVhWN2bOoYJBDwVKa00GJOoxd=w122-h92-k-no,4141896365010716419,ChIJw0Vy-_4BDTkRAwfynMz4ejk,,visible after upgrade,visible after upgrade
LUXURY GYM,"60 Feet Rd, Sabzi Mandi, Block E 1, Mahavir Enclave Part 3, Badarpur, New Delhi, Delhi 110044",60 Feet Rd,Gym,099999 11577,"099999 11577,+91 99999 11577",false,87,4.1,https://search.google.com/local/reviews?placeid=ChIJ10hSKx_nDDkRTwB3P7be784&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14911381765577179215,28.488897299999998,77.3121333,,,"Wednesday:5–10 am,Thursday:5–10 am,Friday:5–10 am,Saturday:5–10 am,Sunday:Closed,Monday:5–10 am,Tuesday:5–10 am",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmU2rD9NBbddj-eOTOeAcKkn5GpGrA8x6Gt0n4zzfmD20ivmKLDBccWg0Fii0ZpDVi387xGWKt3h0u5Y9xwXekCl2Txr9h73p--16_YIVFH_DnY8omtprhgNMhTMaospLFYFnrx7g=w80-h106-k-no,14911381765577179215,ChIJ10hSKx_nDDkRTwB3P7be784,,visible after upgrade,visible after upgrade
The Arjun Teji Fitness Luxury Gym,"A10,Street No.1, near Bhandari Chemist, opposite Mother Dairy Plant, Block A, Pandav Nagar Pandav Nagar Delhi 92, New Delhi, Delhi 110092","A10,Street No.1, near Bhandari Chemist, opposite Mother Dairy Plant, Block A, Pandav Nagar Pandav Nagar Delhi 92",Gym,095827 93176,"095827 93176,+91 95827 93176",false,226,4.9,https://search.google.com/local/reviews?placeid=ChIJcwG4mKjjDDkR0jvD4F-3Lhw&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2030762104411339730,28.6200616,77.2851572,,,"Wednesday:5:30 am–10 pm,Thursday:5:30 am–10 pm,Friday:5:30 am–10 pm,Saturday:5:30 am–10 pm,Sunday:4–9 pm,Monday:5:30 am–10 pm,Tuesday:5:30 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnt-6RYfZcA2xoDfVQAPJbLG1QyrpB_IUtH_DSh4XhowwhnyDhzJ5CHPFQV5qhqmlr-vP8qywI3kaO9HRjR81xlMZimT4WlfZ7_SflaGm-rAQIZAQvtleWxPsERGRTr4k6aqb5XpxF-J45o=w122-h92-k-no,2030762104411339730,ChIJcwG4mKjjDDkR0jvD4F-3Lhw,,visible after upgrade,visible after upgrade
Strength The Gym & Spa,"opposite HDFC Bank, Ganesh Nagar, Tilak Nagar, New Delhi, Delhi, 110018",opposite HDFC Bank,"Gym,Aerobics Class,Dance club,Dance hall,Fitness center,Gymnasium school,Health consultant,Personal trainer,Weight loss service,Weightlifting area",099686 81007,"099686 81007,+91 99686 81007",false,777,4.9,https://search.google.com/local/reviews?placeid=ChIJL9dtnJcEDTkR-XzH_Shw2fo&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=18075601900786908409,28.6371662,77.0895386,http://www.strengththegym.in/,strengththegym.in,"Wednesday:5:30 am–11:30 pm,Thursday:5:30 am–11:30 pm,Friday:5:30 am–11:30 pm,Saturday:5:30 am–11:30 pm,Sunday:7 am–12 pm,Monday:5:30 am–11:30 pm,Tuesday:5:30 am–11:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlWGcP9tZCNitxO8P4x4TC9jB1J338FkbiKA9n9LDU6k5CwjRHMaofxJiqOuZwyteCnbDNQDiigN3oj0F5xzXd_rDwaYEF1L4tkOmSbkXKVm07K2N6S8-JpRziZispDw5qG64mvNw=w185-h92-k-no,18075601900786908409,ChIJL9dtnJcEDTkR-XzH_Shw2fo,,visible after upgrade,visible after upgrade
VAULT by Virat Kohli,"Building No.-7, 2nd Floor, Pusa Rd, Block 17 A, WEA, Karol Bagh, Delhi, 110005","Building No.-7, 2nd Floor","Fitness center,Gym",083687 91667,"083687 91667,+91 83687 91667",false,632,4.9,https://search.google.com/local/reviews?placeid=ChIJ_4DMeBQDDTkRY8A1xBti49A&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15051982250997825635,28.6449698,77.1942847,https://www.vaultbyviratkohli.com/,vaultbyviratkohli.com,"Wednesday:5 am–12 am,Thursday:5 am–12 am,Friday:5 am–12 am,Saturday:5 am–12 am,Sunday:5 am–12 am,Monday:5 am–12 am,Tuesday:5 am–12 am",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkIjaSaluUSNNf-J7B0sL8zGHJEyu_YqaQPFkK38L62Yxe7yDowp4HpsQWr6x7nPlJhlJ3OB40nqLVlLypYrB_Yo-gW_qytBVP3vgxW621IEsPcVeJ41vlx-S3cOXAdMdOLkuhva4Qe8PdQ=w122-h92-k-no,15051982250997825635,ChIJ_4DMeBQDDTkRY8A1xBti49A,,visible after upgrade,visible after upgrade
Component Fitness,"D-80, First Floor, Malviya Nagar Rd, above Punjab National Bank, Main Market, New Delhi, Delhi 110017","D-80, First Floor","Gym,Aerobics Class,Body shaping class,Boot camp,Fitness center,Martial arts club,Nutritionist,Personal trainer,Yoga studio",088001 17699,"088001 17699,+91 88001 17699",false,1371,4.8,https://search.google.com/local/reviews?placeid=ChIJ5a3hViDjDDkRBmeTOokguXo&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8843135117084026630,28.5348263,77.2102201,https://www.componentfitness.co.in/,componentfitness.co.in,"Wednesday:Open 24 hours,Thursday:Open 24 hours,Friday:Open 24 hours,Saturday:Open 24 hours,Sunday:Open 24 hours,Monday:Open 24 hours,Tuesday:Open 24 hours",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlKxM_QzBJCAPWzj-BD4WshYhDj73nk1uaSDnMOVciisz1UTt9Atgi9STjhINxtY0DZQma8L5UZzcpC79mtgYq4VgYxU6mc2u4nTlKSfWyMjRpYYA2PYS6NcG-cDIo5pLqirLbl=w163-h92-k-no,8843135117084026630,ChIJ5a3hViDjDDkRBmeTOokguXo,,visible after upgrade,visible after upgrade
"Pro Ultimate Gyms - Mahavir Enclave, New Delhi","Mahavir Enclave, Metro Station, B-8, near Dashrath Puri, above Hunk Showroom, Mahavir Enclave I, Mahavir Enclave Part 1, Mahavir Enclave, New Delhi, Delhi, 110045",Mahavir Enclave,Gym,088513 39955,"088513 39955,+91 88513 39955",false,826,4.8,https://search.google.com/local/reviews?placeid=ChIJqcrJIQAbDTkRsCZnDzDkt6s&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12373609396291708592,28.600949999999997,77.0819818,,,"Wednesday:5 am–11 pm,Thursday:5 am–11 pm,Friday:5 am–11 pm,Saturday:5 am–11 pm,Sunday:10 am–10 pm,Monday:5 am–11 pm,Tuesday:5 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkYt6edWaW2mhT6E8ZQaFh_FdK-FoFXclPY_phisQ1lHgJY0QfTT_I7r6NZEp3C_0CBRh5qiVPJKrkeFBnmhlqKkmzrkl2m9yVdFIjAOTp6tZmM8A6Vp-ysqI-PowuD5f5pHTQo=w122-h92-k-no,12373609396291708592,ChIJqcrJIQAbDTkRsCZnDzDkt6s,,visible after upgrade,visible after upgrade
MUSCLE FACTORY GYM AND CROSSFIT,"209A Ground Floor, Masjid Moth Road, Guneet Kashyap Marg Rd, South Extension II, Block R, New Delhi, Delhi 110049","209A Ground Floor, Masjid Moth Road",Health spa,093108 69232,"093108 69232,+91 93108 69232",false,381,4.8,https://search.google.com/local/reviews?placeid=ChIJQ4NNqkPiDDkRPRvYElgGoUM&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4873183247134628669,28.563225199999998,77.22069259999999,,,"Wednesday:6 am–11 pm,Thursday:6 am–11 pm,Friday:6 am–11 pm,Saturday:6 am–11 pm,Sunday:9 am–3 pm,Monday:6 am–11 pm,Tuesday:6 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl-kipOwzXTaBlZ9z4qOQWRD98W_Wf48vMKoGFFNeMD7u7cyJrAeMRAEbYcOAmnxnX5RYzLyJ-RyoayV0Pfi8bSGxBNAZfedmilM9FfFyxfqXF-tRhCVoHwWeCXXdDZZMxjDb7OAw=w163-h92-k-no,4873183247134628669,ChIJQ4NNqkPiDDkRPRvYElgGoUM,,visible after upgrade,visible after upgrade
Pro Ultimate Gyms - Saket,"316/275, Westend Marg, near Saket Metro Station, Saidulajab, Sainik Farm, New Delhi, Delhi 110030","316/275, Westend Marg",Gym,080111 11142,"080111 11142,+91 80111 11142",false,873,4.8,https://search.google.com/local/reviews?placeid=ChIJ3wqqn7PhDDkRM0H2aDjdSds&q=luxury+gyms+in+Delhi&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15801404001954971955,28.5179226,77.19867049999999,,,"Wednesday:6 am–11 pm,Thursday:6 am–11 pm,Friday:6 am–11 pm,Saturday:6 am–11 pm,Sunday:10 am–8 pm,Monday:6 am–11 pm,Tuesday:6 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl4Imm5QgydjkO44iHEJEavp6TUbHGixYH_AtitPCZt0OIyS2dhB0EOnZXa6mi2GQA4WEldjgAvIpfg8AnJKTMe2K-NJZ8xUyCpZrz90oFDnwKuARwksbZCEBb-0mpJtRqY79JKRCJVrsU=w122-h92-k-no,15801404001954971955,ChIJ3wqqn7PhDDkRM0H2aDjdSds,,visible after upgrade,visible after upgrade
