Name,Fulladdress,Street,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Cid,Place Id,Price,Email,Social Medias
7 Ocean - The Fitness Club,"Metro Station, A-81, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Sarhol, Haryana 122009",Metro Station,"Fitness center,Gym,Personal trainer,Physical fitness program,Weight loss service,Weightlifting area,Yoga studio",070078 00002,"070078 00002,+91 70078 00002",false,257,4.7,https://search.google.com/local/reviews?placeid=ChIJm_wLgKQZDTkRmAgqebx4y7s&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13532042256246769816,28.4785611,77.08026149999999,http://7ocean.club/,7ocean.club,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:6 am–10 pm,Sunday:8 am–4 pm,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmYNQBjRyRdQGnoTwFVt4uuvklkv9kQz9QeMCqgkixd5jKABryLOcGvMqFnp_KOCvkpwOaHQyUa5zTrQD1LA-ri1fWh_5NbmmIhj2B9q2Wa3OPti7Pd0vfkcv2-MeLBBpZ3O2g=w122-h92-k-no,13532042256246769816,ChIJm_wLgKQZDTkRmAgqebx4y7s,,visible after upgrade,visible after upgrade
MG Gym,"Element One Mall, 2nd floor, Sector 49, Gurugram, Haryana 122018",Element One Mall,Gym,093192 92966,"093192 92966,+91 93192 92966",false,404,4.4,https://search.google.com/local/reviews?placeid=ChIJk_TBXXIjDTkRDyLPMOBb9qU&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11958846878978613775,28.419906599999997,77.05055469999999,http://mg-dys.com/,mg-dys.com,"Wednesday:6 am–11 pm,Thursday:6 am–11 pm,Friday:6 am–11 pm,Saturday:6 am–11 pm,Sunday:6 am–11 pm,Monday:6 am–11 pm,Tuesday:6 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWka-3p6MzRdxcx2cIZjsufDlQH0b5S9WQX4KKHcl5WcVDxAZMxa6G7YMGVBJOrLyfVJYNnpKm_VS7i6_CgNXbUP7bqtaQg9dvsf119daAFwbYJjqM4kO52i_6DWYrRgyrfq9bo=w137-h92-k-no,11958846878978613775,ChIJk_TBXXIjDTkRDyLPMOBb9qU,,visible after upgrade,visible after upgrade
Zealous fitness Gym,"4th Floor, Super mart-1, C-042B, Supermart-1, DLF Phase IV, Gurugram, Haryana 122009",4th Floor,"Gym,Fitness center,Personal trainer,Weight loss service",081303 92980,"081303 92980,+91 81303 92980",false,358,5,https://search.google.com/local/reviews?placeid=ChIJewX9iR4ZDTkRxEF-tTT_TLI&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12847924438829515204,28.462315699999998,77.0875116,https://zealousfitness.in/,zealousfitness.in,"Wednesday:6 am–11 pm,Thursday:6 am–11 pm,Friday:6 am–11 pm,Saturday:7 am–11 pm,Sunday:7 am–11 pm,Monday:6 am–11 pm,Tuesday:6 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWllsVY-baeNA9CjFvEAWABR4kf7yQnOy5hjY6yv67mjWiSEh8J6ax63JG_Ggj3ocHRJ0WWL35RAM23s47GolhQxyrlJJuX154hVI9wEDTHTwerWP9O0_vFUQSNVVdfgCyvTVkq9pEOtzx_0=w80-h106-k-no,12847924438829515204,ChIJewX9iR4ZDTkRxEF-tTT_TLI,,visible after upgrade,visible after upgrade
Plus Fitness 24/7 Sec 89 Gurugram,"3rd floor, Orris Market 89, Unit No. - TF 17, TF 49, Sector 89, Gurugram, Haryana 122505","3rd floor, Orris Market 89",Fitness center,070420 60642,"070420 60642,+91 70420 60642",false,34,5,https://search.google.com/local/reviews?placeid=ChIJk1kPY-MXDTkRCjn8rK15-Bs&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2015494620086810890,28.4233963,76.9370374,https://www.plusfitness.co.in/gyms/sec-89-gurugram/,plusfitness.co.in,"Wednesday:Open 24 hours,Thursday:Open 24 hours,Friday:Open 24 hours,Saturday:Open 24 hours,Sunday:Open 24 hours,Monday:Open 24 hours,Tuesday:Open 24 hours",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmO2R2dEwVF2c8_xuCmKzsXS7XJr-JoJgyXU1JBQMwgxaMmfpSj0LseZWAslluOwQf_VWXz6yWUlGs7Re2bFhqir5sdK6P6Th4pQhrkcjCTQxTF51Lk37sXe9pSggdskTcATkyc4GvV3lcu=w123-h92-k-no,2015494620086810890,ChIJk1kPY-MXDTkRCjn8rK15-Bs,,visible after upgrade,visible after upgrade
"Pro Ultimate Gyms - Sector 14, Gurugram","SCO 17, above Haldiram's, Sector 14, Gurugram, Haryana 122007",SCO 17,Gym,099057 00087,"099057 00087,+91 99057 00087",false,856,4.9,https://search.google.com/local/reviews?placeid=ChIJ2_kF1C0ZDTkRPAXf6wxj-e8&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17291961151413749052,28.4760344,77.0449534,https://proultimategyms.in/sector-14-gurugram/,proultimategyms.in,"Wednesday:5:30 am–11 pm,Thursday:5:30 am–11 pm,Friday:5:30 am–11 pm,Saturday:5:30 am–11 pm,Sunday:5–10 pm,Monday:5:30 am–11 pm,Tuesday:5:30 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkVuv-A133bJzMyU8KbmEuyzxnWl-nidTdtBYoIj3GtfafM8JowxSdV3ugpqZ2sKT7oZ2nUQVRCCAfxxjrUj_U5l4VanMXL4WWSQ1xoUvlGAnvnBVEfb9eoJ3F9kxm5Z7IM4iSf=w122-h92-k-no,17291961151413749052,ChIJ2_kF1C0ZDTkRPAXf6wxj-e8,,visible after upgrade,visible after upgrade
Seven Pillars Fitness,"Plot no 561, near medanta hospital, Sector 27, Gurugram, Haryana 122009",Plot no 561,Gym,060054 74692,"060054 74692,+91 60054 74692",false,191,4.7,https://search.google.com/local/reviews?placeid=ChIJ6Yb_wuwZDTkR4tNV9wE4JUo&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5342738114040681442,28.4633376,77.0943163,,,"Wednesday:5 am–11 pm,Thursday:5 am–11 pm,Friday:5 am–11 pm,Saturday:5 am–11 pm,Sunday:5 am–11 pm,Monday:5 am–11 pm,Tuesday:5 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmFIQRWhbBB4OQSecmKhL6IXXtCVSqVRB_nbW1EP6tC07oVpTpehzx3E21lDaPTgFUbhPAfElIMlv8jErO_92L4pKlomJBCfoLgs19fptR2GuLVMgD03buwR2OINeyzHwSlD3_Jwg=w194-h92-k-no,5342738114040681442,ChIJ6Yb_wuwZDTkR4tNV9wE4JUo,,visible after upgrade,visible after upgrade
"Pro Ultimate Gyms - Sector 10A, Gurugram","SCO 39-40-41, market of sector 10A, Housing Board Colony, Sector 10A, Gurugram, Haryana 122001",SCO 39-40-41,"Gym,Fitness center",099908 15522,"099908 15522,+91 99908 15522",false,80,4.7,https://search.google.com/local/reviews?placeid=ChIJ00pTtw8XDTkRLxsFZqcmqfc&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17845837498845305647,28.4405796,77.0074178,https://www.proultimategyms.in/,proultimategyms.in,"Wednesday:5 am–11 pm,Thursday:5 am–11 pm,Friday:5 am–11 pm,Saturday:5 am–11 pm,Sunday:12–10 pm,Monday:5 am–11 pm,Tuesday:5 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmqK54pA1ymSCeYI-CalsUm5--gOBOjtxnC6f1KC3o2DD1GOHRKa3gf-sxKX6mzQdQfY52SX_y283CqL_pw9FSegbE3IjpRr1A_eMVjGp4Ec1yB2V5yeVjsxeG-oWCfpFeuQaVyPEmTrLa6=w122-h92-k-no,17845837498845305647,ChIJ00pTtw8XDTkRLxsFZqcmqfc,,visible after upgrade,visible after upgrade
Sqorfit Gym,"15,16, Sco 14, opp. Artemis Hospital Road, Koyal Vihar, Sector 52, Gurugram, Bindapur, Haryana 122003","15,16","Gym,Body shaping class,Dance club,Fitness center,Personal trainer,Women's personal trainer",088105 17258,"088105 17258,+91 88105 17258",false,134,4.8,https://search.google.com/local/reviews?placeid=ChIJy92c--IZDTkRM1TRoM-YF7U&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13049066462853026867,28.434363299999998,77.0716858,https://www.instagram.com/sqorfit/,instagram.com,"Wednesday:6 am–11:30 pm,Thursday:6 am–11:30 pm,Friday:6 am–11:30 pm,Saturday:6 am–11:30 pm,Sunday:12–11 pm,Monday:6 am–11:30 pm,Tuesday:6 am–11:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlW5slRfuDdrGP0C8mGxAM8IXCv5yvoizY27wa40snxh9NRcyvkd-AI4Dot6KZRrOs_wehHpH-CNveG5cmcACzbEaGqsv2xU1FfpZ2xn-RW1GlpEnEZ_oST9XQiGZlccOVtug=w80-h106-k-no,13049066462853026867,ChIJy92c--IZDTkRM1TRoM-YF7U,,visible after upgrade,visible after upgrade
Spartan Fitness Gurugram,"3rd floor, AIPL JOY GALLERY, Badshahpur, Sector 66, Gurugram, Haryana 122002",3rd floor,Gym,,,false,56,4.5,https://search.google.com/local/reviews?placeid=ChIJu1GslmQjDTkRrQ8MZfzd3Kc&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12095786775307095981,28.4050056,77.057374,https://spartan.in/,spartan.in,"Wednesday:5:30 am–10:30 pm,Thursday:5:30 am–10:30 pm,Friday:5:30 am–10:30 pm,Saturday:5:30 am–10:30 pm,Sunday:5:30 am–10:30 pm,Monday:5:30 am–10:30 pm,Tuesday:5:30 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlLFhDnZosnUlx7QrnHemEMsZvo_qPnXg95dhL5oT0mINGO8lZD9EFPxBk_zrzuwcH3IINW3y24igw4wSazfZBjKtb6xtSH13xk3M1s1xdHPTdYjffxxL60h5pv6uIhI_NXQAZTAX4aN_OD=w163-h92-k-no,12095786775307095981,ChIJu1GslmQjDTkRrQ8MZfzd3Kc,,visible after upgrade,visible after upgrade
Intense Rigour Club - Gym & Fitness Centre,"1st Floor, ROF Portico, Vyapar Kendra Rd, Phase1, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122003","1st Floor, ROF Portico, Vyapar Kendra Rd","Gym,Boxing club,Fitness center,Personal trainer,Pilates studio,Wellness center",093196 61448,"093196 61448,+91 93196 61448",false,1130,4.9,https://search.google.com/local/reviews?placeid=ChIJRS5jgRYZDTkR73xuvNnqFMo&q=luxury+gyms+in+Gurgaon&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14561521716085816559,28.4530975,77.0824604,https://www.intenserigourclub.com/,intenserigourclub.com,"Wednesday:6 am–12 am,Thursday:6 am–12 am,Friday:6 am–12 am,Saturday:6 am–12 am,Sunday:11 am–11 pm,Monday:6 am–12 am,Tuesday:6 am–12 am",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWln5JUSymkaxkPCaJXxI_q-7XcAQqTiGBIddAqbP9Gj0F5Dgk7UFoK0lr3oS5NyTYpj39qANjSwhCf39iRtzbOzmquPvjRPtqBxRklGP6gp9wUVdUWJLnsf6EY_S7YOuemtGgY9es0pRT0=w122-h92-k-no,14561521716085816559,ChIJRS5jgRYZDTkR73xuvNnqFMo,,visible after upgrade,visible after upgrade
