Name,Fulladdress,Street,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Cid,Place Id,Price,Email,Social Medias
Aurum Ultra Luxury Fitness Club,"4th, 5th and 6th floor, 35, 80 Feet Rd, Hal, HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka 560075","4th, 5th and 6th floor","Gym,Fitness center,Personal trainer,Physical fitness program,Training center,Weight loss service,Weightlifting area,Women's personal trainer",099162 85341,"099162 85341,+91 99162 85341",false,50,4.8,https://search.google.com/local/reviews?placeid=ChIJd6iCmc0XrjsRmnTBNRUPsHI&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8264121899995460762,12.971151599999999,77.6474353,https://aurum.fit/,aurum.fit,"Wednesday:5:30 am–10:30 pm,Thursday:5:30 am–10:30 pm,Friday:5:30 am–10:30 pm,Saturday:5:30 am–10:30 pm,Sunday:7 am–10 pm,Monday:5:30 am–10:30 pm,Tuesday:5:30 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkAZ8PYxYxvknWzn-J4m-Aq-VRn8-PBVdRKdaKFaeIOsBsYzTkE8IoVz7d9jvrpBdtbmTC274nINfsthbaWKZfpj5IwBrMcqw_O3c5c2Gb4wPF4g-DUaZURQCqn3CP9ym1EQrEqawOMljrj=w80-h142-k-no,8264121899995460762,ChIJd6iCmc0XrjsRmnTBNRUPsHI,,visible after upgrade,visible after upgrade
Aurum Luxury Fitness Club,"4th and 5th Floor, 368, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",4th and 5th Floor,"Gym,Fitness center,Gymnastics club,Personal trainer,Physical fitness program,Training center,Weight loss service,Weightlifting area",081474 75647,"081474 75647,+91 81474 75647",false,104,4.7,https://search.google.com/local/reviews?placeid=ChIJlTkoegkXrjsRz5TIhEbIGYY&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9662974680701113551,12.973232699999999,77.6413421,https://aurum.fit/,aurum.fit,"Wednesday:5:30 am–10:30 pm,Thursday:5:30 am–10:30 pm,Friday:5:30 am–10:30 pm,Saturday:5:30 am–10:30 pm,Sunday:7 am–10 pm,Monday:5:30 am–10:30 pm,Tuesday:5:30 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkVAkkfHkSwz4Gm0zQRPQdrWmxLwUq4wxhz7J5_XIVd5r6L4Gd1VxPVVpRal3Maf5-rCgJCjsBJUHtyId9LAd-DQ6Z5f6PzB4NTpPY13hHg9GhGk4W0iZTvdN4-zOrPOAgm5eGN=w163-h92-k-no,9662974680701113551,ChIJlTkoegkXrjsRz5TIhEbIGYY,,visible after upgrade,visible after upgrade
Spark3fitness Best Gym in Bangalore,"28 1st cross Ramaiah Layout Kammanahalli Main Road, Post, opp. st Charles School, St Thomas Town, Kacharakanahalli, Bengaluru, Karnataka 560084",28 1st cross Ramaiah Layout Kammanahalli Main Road,Fitness center,081471 57333,"081471 57333,+91 81471 57333",false,195,4.9,https://search.google.com/local/reviews?placeid=ChIJ2951UEwXrjsRZz6wCvYOIJw&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11250008319075565159,13.0182676,77.6361907,https://spark3fitness.in/,spark3fitness.in,"Wednesday:5:30 am–10 pm,Thursday:5:30 am–10 pm,Friday:5:30 am–10 pm,Saturday:5:30 am–10 pm,Sunday:7:30–11 am,Monday:5:30 am–10 pm,Tuesday:5:30 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlfPRzlSdpPtK3E0PZjWM4Mp8uFOO13iVtuuN6qUZ98kUE6iusg1YR8Z_2-L8NQnr9KW2iiJbC_2RK5WP5ytGNRshzZ_tn3ZI8qmQhCxTvZcCy8Q3JV9UQ5oOGj6axKXzDmF3h_gA=w122-h92-k-no,11250008319075565159,ChIJ2951UEwXrjsRZz6wCvYOIJw,,visible after upgrade,visible after upgrade
"Tarzan Fitness | Biggest Premium Gym | Best gym in Harlur, HSR Extension, Bengaluru","Aksara Sai Plaza, 4th Floor, Above Freshco Hyperbazaar, Birla Circle, Kudlu Rd, Reliable Tranquil Layout, Bengaluru, Karnataka 560102",Aksara Sai Plaza,"Gym,Fitness center,Personal trainer,Physical fitness program,Training center,Weightlifting area,Wellness center,Women's personal trainer,Yoga studio",081972 64944,"081972 64944,+91 81972 64944",false,518,4.9,https://search.google.com/local/reviews?placeid=ChIJycFwm5sVrjsRRWmiJQzNLhc&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1670497963855735109,12.8939892,77.655896,https://tarzanfitness.in/,tarzanfitness.in,"Wednesday:5 am–11 pm,Thursday:5 am–11 pm,Friday:5 am–11 pm,Saturday:5 am–11 pm,Sunday:8 am–8 pm,Monday:5 am–11 pm,Tuesday:5 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlEertRh-2C-6HzWvUM1CzmUGIVJMok35grXwKyYagYtlkWRcbJM4UWhYA2r-I-eMawRHP8hpztmjSWdukefVKzOPlxWoRuSpgdoOTr9IKSRlN8KSs_lnCKAPJWgUGn4uvfD7k5sA=w138-h92-k-no,1670497963855735109,ChIJycFwm5sVrjsRRWmiJQzNLhc,,visible after upgrade,visible after upgrade
Rocks Fitness - The Best Premium Gym in Sarjapur,"Kodathi Gate, #114, Shree Yellamma Devi Complex, 2, Sarjapur - Marathahalli Rd, Carmelaram, post, Kodathi JHC, Karnataka 560035","Kodathi Gate, #114","Gym,Fitness center",096776 67555,"096776 67555,+91 96776 67555",false,911,4.8,https://search.google.com/local/reviews?placeid=ChIJB8o4akYTrjsRe8hniB6ve0Q&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4934730362386892923,12.8968124,77.7193832,http://www.rocksfitnessguru.com/,rocksfitnessguru.com,"Wednesday:5:30 am–10:30 pm,Thursday:5:30 am–10:30 pm,Friday:5:30 am–10:30 pm,Saturday:5:30 am–10:30 pm,Sunday:7 am–1 pm,Monday:5:30 am–10:30 pm,Tuesday:5:30 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkAwEv3JtOF_15K4RcqOKmkHqPydnAlumu5jfvdkqBcCADmVHfcQ0aYGjsPJ2IYT_tE5JnjHhEyY0oJqviwvzXvvc41PLi5oJQbmahH4Yb_cVKUNkTOwMAc-5PYPZl9igZ2MvfC=w138-h92-k-no,4934730362386892923,ChIJB8o4akYTrjsRe8hniB6ve0Q,,visible after upgrade,visible after upgrade
Zest Fitness Studio | Best Gym In Hsr Layout | Premium Gym Center,"818, 2nd 3rd and 4th floor, 27th Main Rd, opposite to Liberty Exclusive Showroom, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102","818, 2nd 3rd and 4th floor",Gym,098457 43430,"098457 43430,+91 98457 43430",false,1183,4.8,https://search.google.com/local/reviews?placeid=ChIJ7d_4LvUVrjsR0hhWpPQWp0o&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5379293519902283986,12.9182854,77.65164759999999,https://www.zestfitnessstudio.com/,zestfitnessstudio.com,"Wednesday:5 am–12 am,Thursday:5 am–12 am,Friday:5 am–12 am,Saturday:5 am–12 am,Sunday:7 am–10 pm,Monday:5 am–12 am,Tuesday:5 am–12 am",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlNEbPY_PArjsOrfKyreTWYOLOhNcC5R9etvAH5Eaqz_7VhEOo137SnhdnyA__t9TmlzYmWaQtNvSBFIsQmZbM1m3aNBjkSPrq76cEcxWJJWy5BwaG2wtRSFLiQ0HYAvnCI3AZf=w163-h92-k-no,5379293519902283986,ChIJ7d_4LvUVrjsR0hhWpPQWp0o,,visible after upgrade,visible after upgrade
Fitness Fuel Factory - Best Gym in HSR Layout,"16, 2nd floor, 9th Main, 17th Cross Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102","16, 2nd floor, 9th Main","Gym,Fitness center",099646 66617,"099646 66617,+91 99646 66617",false,1664,4.8,https://search.google.com/local/reviews?placeid=ChIJX49LjoMVrjsR28CoZEPXhI0&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10197512140725207259,12.9122276,77.6359391,https://fitnessfuelfactory.com/,fitnessfuelfactory.com,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:6 am–10 pm,Sunday:6 am–10 pm,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWml8D9ykhfB-S7PvW8FhpL7KVb8PT00LLOLE5syvIyjlSLt8WBWJVp6py1uCZkYftFs82t0iL6ID0dXpgqNpN0hA5CW0mGtaJzIkSMHJhh3SwVwlXNFICpq4kqDMG0a7o_whAqdFw=w163-h92-k-no,10197512140725207259,ChIJX49LjoMVrjsR28CoZEPXhI0,,visible after upgrade,visible after upgrade
Aurum Health Club,"3rd floor, 764, 100 Feet Rd, Sodepur, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560038",3rd floor,"Gym,Fitness center,Gymnastics club,Personal trainer,Physical fitness program,Training center,Weight loss service,Weightlifting area",098800 13406,"098800 13406,+91 98800 13406",false,157,4.7,https://search.google.com/local/reviews?placeid=ChIJI8d8DHwXrjsRJ2GcB__Ee-M&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16391911868368445735,12.9710044,77.6409759,https://aurum.fit/,aurum.fit,"Wednesday:5:30 am–10:30 pm,Thursday:5:30 am–10:30 pm,Friday:5:30 am–10:30 pm,Saturday:5:30 am–10:30 pm,Sunday:7 am–10 pm,Monday:5:30 am–10:30 pm,Tuesday:5:30 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnJ5qIHxMVb1QznRllFvo4goLn9HFxxOMZHR0fl4XxVh7qxdopB193q3QUDILkGktmmpfSl66Lkotq_J45Qp6HmFWN9BAyAR0oK21m8_2T0V3lURfQtvjT2r5WAd5wwWePSnZ3E=w204-h92-k-no,16391911868368445735,ChIJI8d8DHwXrjsRJ2GcB__Ee-M,,visible after upgrade,visible after upgrade
Live Fitness Gym - Best Gym in JP Nagar,"Richie Rich Tours & travels, LIC Row House, N-2, 24th Main Rd, near SSMRV Dental College, TMC Layout, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Richie Rich Tours & travels,Gym,099166 81826,"099166 81826,+91 99166 81826",false,821,4.9,https://search.google.com/local/reviews?placeid=ChIJ5fGIAUYVrjsR3eyTsmHQ7x8&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2301287052636056797,12.9124296,77.5856373,https://live-fitness-gym-jp-nagar-website.vercel.app/,live-fitness-gym-jp-nagar-website.vercel.app,"Wednesday:5:30 am–10:30 pm,Thursday:5:30 am–10:30 pm,Friday:5:30 am–10:30 pm,Saturday:5:30 am–10:30 pm,Sunday:6–11 am,Monday:5:30 am–10:30 pm,Tuesday:5:30 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk-XbrBaO4ca4k9ZMQ8zFTi_VXG-8gsL3lfFDJHs9p3ZhEZi818s55UFRzgM7scawM9pPvSXj-I77crVznj14BaSZMNWa5q9Etav0nr2KoUwVmhvue1fhp9QmsmXpiCT4vk5-klYYxXb-l4=w122-h92-k-no,2301287052636056797,ChIJ5fGIAUYVrjsR3eyTsmHQ7x8,,visible after upgrade,visible after upgrade
Revive - The Elite Fitness Club | Best Gym in Bangalore,"2nd Foor, Chinnappa Complex, near, Seegehalli Rd, near HP Petrol Bunk, Chaitanya Ananya, Kadugodi, Bengaluru, Shigehalli, Karnataka 560115",2nd Foor,Gym,096638 28466,"096638 28466,+91 96638 28466",false,505,4.9,https://search.google.com/local/reviews?placeid=ChIJ7XaE24kPrjsRh81-H8PD-7I&q=premium+gyms+in+Bangalore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12897117200719990151,13.009575199999999,77.7596851,https://reviveblr.in/,reviveblr.in,"Wednesday:5:30 am–10 pm,Thursday:5:30 am–10 pm,Friday:5:30 am–10 pm,Saturday:5:30 am–10 pm,Sunday:7 am–9 pm,Monday:5:30 am–10 pm,Tuesday:5:30 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWll5vPUDkMxkynwag-8Jq2Bho7Zp34oI8FtGb9n3T9FtEz56AWtYAn49F2pDMjxhDjr4-DJwAcQvbS0ILCJTMprcSEnDS899elNgbDs5nNyNOHkhY3_lOPb_pSJ3FGUEcSUgmWe=w138-h92-k-no,12897117200719990151,ChIJ7XaE24kPrjsRh81-H8PD-7I,,visible after upgrade,visible after upgrade
