Name,Fulladdress,Street,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Cid,Place Id,Price,Email,Social Medias
Pro Maker Gym & Health Club,"1st Floor, H8J7+7R2 11 Khamba Tower, near Saai Mandir, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301","1st Floor, H8J7+7R2",Gym,088004 13352,"088004 13352,+91 88004 13352",false,260,4.8,https://search.google.com/local/reviews?placeid=ChIJ7fy9qTblDDkR3irXCMSNa9k&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15666771601839827678,28.581201399999998,77.3122982,,,"Wednesday:5 am–11 pm,Thursday:5 am–11 pm,Friday:5 am–11 pm,Saturday:5 am–11 pm,Sunday:5 am–11 pm,Monday:5 am–11 pm,Tuesday:5 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlhsDIDApZGa2wvbcCu4fOwoZ9kfFygNyum9nJInwa9rK2DbZ_y8CTa2fnmburWf6d8KzbUDcKo3TlCiML8UAYtnEgInMdr5kgWZta6enrDUV3Bsf8XnLPchtceMCONewwQO14s=w204-h92-k-no,15666771601839827678,ChIJ7fy9qTblDDkR3irXCMSNa9k,,visible after upgrade,visible after upgrade
SNX Fitness,"Metro Station Sector 34 Noida, 2nd, opposite Metro Pillar No. 220, Hoshiyarpur, Hoshiarpur Village, Sector 51, Noida, Uttar Pradesh 201303",Metro Station Sector 34 Noida,"Gym,Aerobics Class,Body shaping class,Fitness center,Nutritionist,Personal trainer,Physical fitness program,Weight loss service,Weightlifting area",084488 27966,"084488 27966,+91 84488 27966",false,435,4.8,https://search.google.com/local/reviews?placeid=ChIJ9Z8RWAvlDDkRONgOafVhJIw&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10098303971128956984,28.5821825,77.3668096,http://snxfitness.in/,snxfitness.in,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:6 am–10 pm,Sunday:Closed,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnC_Q-5WUL5_2bvmsP-wAGJrovE8gkaCDgy22o82vs9q0xUuBzV85AAdfpzqFvfoRBu82xFAIDanwPtU6QMhgDfEnywec56FWis-6EdUG5mrn-eK7qZ64KJD9ufM7qAqCxwiCw2=w138-h92-k-no,10098303971128956984,ChIJ9Z8RWAvlDDkRONgOafVhJIw,,visible after upgrade,visible after upgrade
Trinity Fitness & Slimming Studio,"Amaltash Marg, Chaura Raghunathpur, Raghunathpur, Sector 22, Noida, Uttar Pradesh 201307",Amaltash Marg,"Fitness center,Gym,Weight loss service",099110 54154,"099110 54154,+91 99110 54154",false,283,4.8,https://search.google.com/local/reviews?placeid=ChIJc7qm3gXlDDkRMDvh_755KnQ&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8370636718665186096,28.5948124,77.3425946,,,"Wednesday:5 am–10 pm,Thursday:5 am–10 pm,Friday:5 am–10 pm,Saturday:6 am–10 pm,Sunday:Closed,Monday:5 am–10 pm,Tuesday:5 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlHFLP1fd6-wWbLoV4OOZheFZ4KBKfuPiZOEKtsMwRTaa0Cyr0qEQ3jTuCHPQmfCddQ3ofPVhGODkI3GiBFz0dWhi1tY2OSz38jaNTZjQUocvNrTeBl1Y3RRdXlJCiXdr7dw323=w194-h92-k-no,8370636718665186096,ChIJc7qm3gXlDDkRMDvh_755KnQ,,visible after upgrade,visible after upgrade
Wolf Fitness Gym,"2nd Floor, OM Complex, Metro Station Rd, behind sector-76, Baraula, Sector 49, Noida, Uttar Pradesh 201304",2nd Floor,"Gym,Gymnastics center",078389 90435,"078389 90435,+91 78389 90435",false,364,4.9,https://search.google.com/local/reviews?placeid=ChIJwUKKhCjlDDkRLFDlCPtoGC4&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3321520152581066796,28.5650883,77.3777085,https://wolffitnessgym.in/,wolffitnessgym.in,"Wednesday:5:30 am–10 pm,Thursday:5:30 am–10 pm,Friday:5:30 am–10 pm,Saturday:5:30 am–10 pm,Sunday:5–9 pm,Monday:5:30 am–10 pm,Tuesday:5:30 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmTGTypTt7M7vpWOpzIlZ6IxWLw4Q32n3vGka5LOQciZQuXHz3zZCOXBS36I2UXJhVH1S4S8qRVPpafFsIOYbT-pY9zY0x89vqPzfXsAE_1cvBpX2LDH8LAKoz70jlC9R68X3W2=w122-h92-k-no,3321520152581066796,ChIJwUKKhCjlDDkRLFDlCPtoGC4,,visible after upgrade,visible after upgrade
Fittcube Gym Noida Sector 122,"Gate No 2, First Floor PKA-23 Park Road, &, society, near Amrapali Platinum, Aranya, Sector 122, Noida, Uttar Pradesh 201316",Gate No 2,"Gym,Aerobics Class,Fitness center,Gymnastics club,Training center,Weight loss service",096677 56651,"096677 56651,+91 96677 56651",false,275,4.8,https://search.google.com/local/reviews?placeid=ChIJ3xBhC0PvDDkRz8laGIRlwU0&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5602871029444299215,28.5902051,77.40201909999999,http://www.fittcubegym.com/,fittcubegym.com,"Wednesday:5 am–11 pm,Thursday:5 am–11 pm,Friday:5 am–11 pm,Saturday:5 am–11 pm,Sunday:2–9 pm,Monday:5 am–11 pm,Tuesday:5 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnQDHh5ioz3g4cugV5qc6H7fifnOuMLAXSbcJQdblwVcw5A-TgIXCYyHnV2Jc1GT_29SAhEYSFxmX2sbaIcGavcCmm-FyvLBt10esNMnHeQ8heWfFkwg169G2Z8Q57hsomVHqpE=w122-h92-k-no,5602871029444299215,ChIJ3xBhC0PvDDkRz8laGIRlwU0,,visible after upgrade,visible after upgrade
Anytime Fitness Sector 49 Noida,"2nd & 3rd Floor, KO-08,09, near Kartikeya TVS Showroom, Sector 49, Noida, Uttar Pradesh 201301",2nd & 3rd Floor,"Gym,Fitness center",093551 94900,"093551 94900,+91 93551 94900",false,383,4.7,https://search.google.com/local/reviews?placeid=ChIJrxZ1pz7vDDkROFDjeBO1bms&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7741323904733630520,28.559501599999997,77.3797645,https://www.anytimefitness.com/en-in/locations/noida-uttar-pradesh-in-1143,anytimefitness.com,"Wednesday:Open 24 hours,Thursday:Open 24 hours,Friday:Open 24 hours,Saturday:Open 24 hours,Sunday:Open 24 hours,Monday:Open 24 hours,Tuesday:Open 24 hours",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkkEm2vx3aQACs_EgEEjbQFXA5GP2-EGvu-oIKq2tbhRShO_klQhXk0wEpBExoapCNHwW1R-1q_yXzzTkhJJihl8rSkOrGWHSNIOwxZw7S37y9p4C3gK3JngUyi8tyDBcT7PYdXOH3YQQyI=w80-h106-k-no,7741323904733630520,ChIJrxZ1pz7vDDkROFDjeBO1bms,,visible after upgrade,visible after upgrade
Revolt Gym,"North Eye, West Wing, 2nd Floor, Supertech Capetown, Sector 74, Noida, Uttar Pradesh 201316",North Eye,"Gym,Fitness center,Wellness center",096502 01063,"096502 01063,+91 96502 01063",false,50,4.7,https://search.google.com/local/reviews?placeid=ChIJNTS1qIvvDDkR0XLfEeKp-RA&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1223195562235359953,28.5723147,77.3872591,,,"Wednesday:5 am–11 pm,Thursday:5 am–11 pm,Friday:5 am–11 pm,Saturday:5 am–11 pm,Sunday:7 am–10 pm,Monday:5 am–11 pm,Tuesday:5 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk6Rx4HgYlITMFG9T2lD1wK5Xw9iisU6xTZ_f2t5S9WbHiiZGCgdw0wvTakrgkhYIKns1XfBCwinNSWnVZSsleawx-F-pJMUMz67VPenLAgCASv8pH9hPq_l06KCxvNXvTKZmaPVUd6fCOf=w122-h92-k-no,1223195562235359953,ChIJNTS1qIvvDDkR0XLfEeKp-RA,,visible after upgrade,visible after upgrade
La Fitnesse Select,"3rd Floor Dharam Palace, Tulsi Marg, above ICICI BANK, K Block, Sector 18, Noida, Uttar Pradesh 201301",3rd Floor Dharam Palace,Gym,082877 15938,"082877 15938,+91 82877 15938",false,515,4.1,https://search.google.com/local/reviews?placeid=ChIJT4zaFE_kDDkRTcvIBDAsUak&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12200581450273704781,28.571890999999997,77.322441,https://arvlafitnesse.com/,arvlafitnesse.com,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:6 am–10 pm,Sunday:9 am–5 pm,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlUSmfr7jhQiL65-Wwrzp26xeRzaQAf_xbd_Ve3ghLoOoyjgwPy8LFgNPXZz35JFX9ZHrOMl0N_QwGpNxMHRgfN5uPLr-hRYZWe8Yt5IjqvFtNfkiaqDK6AvkdOunXBJ4llxL9k=w141-h92-k-no,12200581450273704781,ChIJT4zaFE_kDDkRTcvIBDAsUak,,visible after upgrade,visible after upgrade
Snx Fitness,"b-47 basement, Block B, Sector 52, Noida, Uttar Pradesh 201307",b-47 basement,"Gym,Aerobics Class,Body shaping class,Fitness center,Nutritionist,Personal trainer,Physical fitness program,Weight loss service,Weightlifting area",082870 53765,"082870 53765,+91 82870 53765",false,668,4.8,https://search.google.com/local/reviews?placeid=ChIJLTIyIYPlDDkR2JAKt_5_m1s&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6601010410810937560,28.588649,77.367992,,,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:6 am–10 pm,Sunday:Closed,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlZ7axHK5TYsWjS6vr0wyZ4hUEcNWWJ7zOOz1Jbr0Pz-MKeUo3ZCdOyba4heH_jLiyAfOhGvCiJmYyiBGGr7VmkdavZ42MHjSSbh1RCrDPeJf3cfs8va5QDrZqlFXMOPA2MXVFh=w122-h92-k-no,6601010410810937560,ChIJLTIyIYPlDDkR2JAKt_5_m1s,,visible after upgrade,visible after upgrade
FIT4U GYM Noida,"Fit4u Gym, B155, B Block, Sector 36, Noida, Uttar Pradesh 201303",Fit4u Gym,"Gym,Fitness center,Physical fitness program",099719 57717,"099719 57717,+91 99719 57717",false,373,4.7,https://search.google.com/local/reviews?placeid=ChIJdTGqKLzlDDkR57wisoqYTr8&q=premium+gyms+in+Noida&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13785123230889196775,28.573034,77.352091,http://fit4ugymnoida.com/,fit4ugymnoida.com,"Wednesday:6–11 am,Thursday:6–11 am,Friday:6–11 am,Saturday:6–11 am,Sunday:Closed,Monday:6–11 am,Tuesday:6–11 am",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnIusOY31T0pCh0pY_UNjWFUu05QoRtCP2QSmzo4vDVclvv3qkFgguvzcoBTogjDL5Uur1MlCvLGxba6TzCMtmPMYTEMjKIbrUQp0nCV-8rWE_mk_NKZg4PWRooaE0rpG819o7m=w138-h92-k-no,13785123230889196775,ChIJdTGqKLzlDDkR57wisoqYTr8,,visible after upgrade,visible after upgrade
