Name,Fulladdress,Street,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Cid,Place Id,Price,Email,Social Medias
GRIT FITNESS,"174, Chittaranjan Ave, College Street Market, SHYAM MARKET, Kolkata, West Bengal 700007","174, Chittaranjan Ave","Gym,Dance school,Fitness center,Gymnasium school,Personal trainer,Spa and health club,Women's personal trainer",033 4602 2555,"033 4602 2555,+91 33 4602 2555",false,308,4.5,https://search.google.com/local/reviews?placeid=ChIJWRZ5obR3AjoRllIyRmfRJL4&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13701306207857431190,22.582024999999998,88.36187,http://www.gritfitnesskolkata.com/,gritfitnesskolkata.com,"Wednesday:6 am–11 pm,Thursday:6 am–11 pm,Friday:6 am–11 pm,Saturday:6 am–11 pm,Sunday:6 am–12 pm,Monday:12–11 pm,Tuesday:6 am–11 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkQCOKodPhvLEg2NTATlEBOl0-GZqR_dCbMZ9vqpIl6N6OyxZO3aII0cfnkPskiTzEpbZwUykGI9oRQXISRjgZEGv6TzuKGf99n1rf1Bb_4Qu5psfSNeDwY5wJ5U3VxEweaY1W5=w122-h92-k-no,13701306207857431190,ChIJWRZ5obR3AjoRllIyRmfRJL4,,visible after upgrade,visible after upgrade
Encore Fitness Studio,"40/1, Prince Anwar Shah Rd, near Dhaka Kalibari, opposite Sangit Kala Academy, Tollygunge, Kolkata, West Bengal 700033","40/1, Prince Anwar Shah Rd","Spa,Fitness center,Parking lot,Personal trainer,Physical fitness program,Sauna,Weight loss service,Weightlifting area",091631 56777,"091631 56777,+91 91631 56777",false,309,4.7,https://search.google.com/local/reviews?placeid=ChIJzSRWaVBxAjoRYer_2uCdum0&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7906805684874766945,22.5017189,88.3519225,https://www.instagram.com/encorefitnesskolkata/,instagram.com,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:7 am–10 pm,Sunday:7 am–2 pm,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk1ywbgHQdL0AELaHGs9Bfz7OM6qxdtvEI3PUHQj9pxOaCbz7XBODWqEgscsz94iDXL2EJS4vXZA9j4Fwf3EAN0P5MJSekdhLR9DpuJvgjft_41iiL4rKYkV7oglKTW6_BtKEg=w194-h92-k-no,7906805684874766945,ChIJzSRWaVBxAjoRYer_2uCdum0,,visible after upgrade,visible after upgrade
Living Well Fitness Studio - Best Gym in Golf Green,"SD/9, Uday Shankar Sarani Rd, Golf Green, Kolkata, West Bengal 700095","SD/9, Uday Shankar Sarani Rd","Gym,Pilates studio,Yoga studio",098744 22999,"098744 22999,+91 98744 22999",false,189,4.7,https://search.google.com/local/reviews?placeid=ChIJN2UQgOBwAjoRLalu250rKZI&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10531997160573937965,22.492324399999998,88.3603122,http://livingwellfitnessstudio.com/,livingwellfitnessstudio.com,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:6 am–10 pm,Sunday:8 am–4 pm,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlFp1-H4XJgtAXmWaZza3SaTcUkvHs7cV3sSnMYP76FIK2FeMDJHhJ_HOgkMNzCyrZyzT7lqx1250QcoQIM6sYKsPKspxDTSrzz5vCyGj4u-A3HYytqZNNRJeby-Pq1_Fgz5ic2=w122-h92-k-no,10531997160573937965,ChIJN2UQgOBwAjoRLalu250rKZI,,visible after upgrade,visible after upgrade
Karmaa Fitness Addiction - Best Gym In Phoolbagan,"B/68A/H/1, Narkeldanga Main Rd, Subhas Sarobar Park, Phoolbagan, Beleghata, Kolkata, West Bengal 700054",B/68A/H/1,Gym,,,false,190,4.9,https://search.google.com/local/reviews?placeid=ChIJm9zhSCF3AjoRG-tkPjhmWZs&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11194090740557081371,22.5713759,88.3943439,,,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:6 am–10 pm,Sunday:9 am–1 pm,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl0B4lG8cFZNgjyOeGN6Jm08TnOOFlVRgcQczW7vGvF2bRLZEIKcvnzn1xXSPoUTKAi0qU1W6jvRqX0NyGaHgf54P6-1NQEO1KheRzQsLiqJ1jUg8g1ZhaLZWXUSxHcI4b4ns04iUhln2w=w138-h92-k-no,11194090740557081371,ChIJm9zhSCF3AjoRG-tkPjhmWZs,,visible after upgrade,visible after upgrade
Elite Body Fitness,"1st Floor, Punjab National Bank Building, 48/B, Barrackpore Trunk Rd, University Of Calcutta, Sinthee, Kolkata, West Bengal 700050",1st Floor,Gym,087773 81987,"087773 81987,+91 87773 81987",false,167,4.6,https://search.google.com/local/reviews?placeid=ChIJlxZxg0Sd-DkR4v5hmS8mLSI&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2462666557120184034,22.630844699999997,88.37889899999999,,,"Wednesday:6 am–10 pm,Thursday:6 am–10:30 pm,Friday:6:30 am–10 pm,Saturday:6 am–10:30 pm,Sunday:8 am–1:30 pm,Monday:6:30 am–10 pm,Tuesday:6:30 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkKZbB-N3vYA_zfaBWzxYtdzEqyS2wgNluEiwRJwoMmiL_pruCiRuG5pGcu7C1WGH7E-diJcL4g2heXybI-nw5RTnvcJmcDl9Suk0pTfoAezxTOr9KL5Nquy7KxZgSPDJSIo1Kq8Q=w133-h92-k-no,2462666557120184034,ChIJlxZxg0Sd-DkR4v5hmS8mLSI,,visible after upgrade,visible after upgrade
Fitness Addiction,"P-252, 3RD FLOOR, CIT Rd, above IDBI BANK, Scheme VI-M, Kadapara, Phoolbagan, Kankurgachi, Kolkata, West Bengal 700054","P-252, 3RD FLOOR",Gym,089816 47118,"089816 47118,+91 89816 47118",false,859,4.9,https://search.google.com/local/reviews?placeid=ChIJU8a1GT13AjoRSJ6mxXENLgE&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=85020225265114696,22.5795529,88.39066919999999,http://fitnessaddiction.co.in/,fitnessaddiction.co.in,"Wednesday:6 am–10:30 pm,Thursday:6 am–10:30 pm,Friday:6 am–10:30 pm,Saturday:6 am–10:30 pm,Sunday:9 am–1 pm,Monday:6 am–10:30 pm,Tuesday:6 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlt4G8XnDh9jkOLBy52zbh9IeH3HSU3fmaxUgc98Psxpe7q7dCLQzoCNUbobRQej2xf5SQBcG5jsY7sdjoyD7mWn4WdHN8MAagsypOBNSLwJBs_Md3umqrgs1TH7SS736-AIShRjCxtX2rc=w80-h106-k-no,85020225265114696,ChIJU8a1GT13AjoRSJ6mxXENLgE,,visible after upgrade,visible after upgrade
Strength & Intense Unisex Gym / Best Gym in Sodepur / Fitness Center in Sodepur,"Raja Rd, near Subhodristi Marriage Hall, Sukchar, Math Bagan, Sodepur, Kolkata, Khardaha, West Bengal 700115",Raja Rd,Gym,070037 08518,"070037 08518,+91 70037 08518",false,20,4.8,https://search.google.com/local/reviews?placeid=ChIJpeiMvXyb-DkRS3-0KBIpzO8&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17279231028282818379,22.7059952,88.3750208,https://www.facebook.com/profile.php?id=61588081025616,facebook.com,"Wednesday:6:30 am–10:30 pm,Thursday:6:30 am–10:30 pm,Friday:6:30 am–10:30 pm,Saturday:6:30 am–10:30 pm,Sunday:6:30 am–10:30 pm,Monday:6:30 am–10:30 pm,Tuesday:6:30 am–10:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlPwR8Gk3FdYs4BeHbChC8uKp9qMEuD-nnMVkucNPaWNZqQSXE4-W9_-WGm3EJ4GWqvHNC1w2n5BxFqTVTjVPQ3ATgRyBElFbC0KMXnlijSaaLIZlsHme271KE1tNN2xSJmjPv_d9R51Dgk=w163-h92-k-no,17279231028282818379,ChIJpeiMvXyb-DkRS3-0KBIpzO8,,visible after upgrade,visible after upgrade
PERFORMYX GYM,"5th Floor, Swami Swarupananda's Ashram, P-348, Kabi Sukanta Sarani, beside Pantaloons, Kankurgachi, Kolkata, West Bengal 700054","5th Floor, Swami Swarupananda's Ashram",Gym,098316 82029,"098316 82029,+91 98316 82029",false,565,4.8,https://search.google.com/local/reviews?placeid=ChIJb6g2En11AjoRBjHaz5Z5EiI&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2455158435509580038,22.5745445,88.389547,,,"Wednesday:6 am–10 pm,Thursday:6 am–10 pm,Friday:6 am–10 pm,Saturday:6 am–10 pm,Sunday:8 am–12 pm,Monday:6 am–10 pm,Tuesday:6 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn8YFtWL4IbAkHCLAyWiF5O6KGvD84SwB7xkfIZ9nlZ9rmiuq-6SHmmFJU7ns2DHh2i3RBngc20Ajt5bHqVuD3wMZ6QMAGWE2xlehHrv8NTizxsHYiIBrwLld0VlXN20GRPYJuz=w138-h92-k-no,2455158435509580038,ChIJb6g2En11AjoRBjHaz5Z5EiI,,visible after upgrade,visible after upgrade
SANDHU FITNESS UNISEX AC GYM,"134, GT Rd, Rammohan Place, Konnagar, Kolkata, West Bengal 712235","134, GT Rd",Gym,098319 68210,"098319 68210,+91 98319 68210",false,48,5,https://search.google.com/local/reviews?placeid=ChIJx0yhM9Sd-DkR5ofYsB_TWjk&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4132847741130278886,22.697423099999998,88.3587344,https://sandhufitness.godaddysites.com/,sandhufitness.godaddysites.com,"Wednesday:6:30 am–10 pm,Thursday:6:30 am–10 pm,Friday:6:30 am–10 pm,Saturday:6:30 am–10 pm,Sunday:Closed,Monday:6:30 am–10 pm,Tuesday:6:30 am–10 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlMOy1aSte4WgtEe9-OkfUPef93HIGJol4-bLkgYW8kbxIUc3g1rZxClKbf0UxSey7Rc46PiMjw_I4xTNDsZhXt0rIEUgrDPgQNVDkiDImTE1LMVAKoChqSKVIQlgYG0YwGDWo8od9Q5e-z=w80-h92-k-no,4132847741130278886,ChIJx0yhM9Sd-DkR5ofYsB_TWjk,,visible after upgrade,visible after upgrade
JK FITNESS STUDIO | UNISEX,"RA-220A, Salt Lake Bypass, opposite South Math, Milan Nagar, Nabapally, Sector IV, Pathagar, Kolkata, West Bengal 700107","RA-220A, Salt Lake Bypass",Gym,091239 79057,"091239 79057,+91 91239 79057",false,712,4.8,https://search.google.com/local/reviews?placeid=ChIJc4H-IC91AjoR7l11vFfwycw&q=luxury+gyms+in+Kolkata&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14756589913670770158,22.557114199999997,88.4141817,https://www.jkfitnessstudio.in/,jkfitnessstudio.in,"Wednesday:6 am–12:30 pm,Thursday:6 am–12:30 pm,Friday:6 am–12:30 pm,Saturday:6 am–12:30 pm,Sunday:Closed,Monday:6 am–12:30 pm,Tuesday:6 am–12:30 pm",https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm1QxHhvWohrTZavZoxsnGZLbrWwjpfV5kCupk3blCoIFkEyqAhl9au5A6dPmLvDhko5qlAIAQUHur7p4ifSQS3IAYdZYxPXnGbDqo6_aYZzVD5tXwS8lCbC64mSmblH7Xdr7dj=w122-h92-k-no,14756589913670770158,ChIJc4H-IC91AjoR7l11vFfwycw,,visible after upgrade,visible after upgrade
